Data,Descriere,Suma,Sold Curent
2025-11-09,Plata POS LIDL Campina,-964.59, 61352.98
2025-11-10,Incasare Salariu Firma SRL, 231.11, 61584.09
2025-11-11,Plata POS EON GAZ Sinaia,-809.52, 60774.57
2025-11-11,Plata POS ENEL Brad,-442.70, 60331.87
2025-11-11,Plata POS Spotify Sabaoani,-612.76, 59719.11
2025-11-11,Incasare Salariu Firma SRL, 4777.21, 64496.32
2025-11-11,Plata POS LIDL Resita,-177.45, 64318.87
2025-11-12,Plata POS Netflix Motatei,-396.25, 63922.62
2025-11-12,Plata POS EON GAZ Breaza de Sus,-609.73, 63312.89
2025-11-12,Transfer de la Popescu Ion, 4560.01, 67872.90
2025-11-12,Plata POS Farmacia Tei Dobroesti,-426.98, 67445.92
2025-11-12,Plata POS MEGA IMAGE Tudora,-41.90, 67404.02
2025-11-15,Plata POS Netflix Sancraiu de Mures,-106.85, 67297.17
2025-11-15,Plata POS Carrefour Titu,-560.30, 66736.87
2025-11-16,Vanzare OLX, 1063.52, 67800.39
2025-11-16,Plata POS Farmacia Tei Talmaciu,-135.96, 67664.43
2025-11-16,Incasare Salariu Firma SRL, 4401.20, 72065.63
2025-11-16,Plata POS OMV PETROM Sebis,-450.48, 71615.15
2025-11-17,Plata POS Spotify Alba Iulia,-308.15, 71307.00
2025-11-17,Plata POS Bolt Food Targu Neamt,-676.25, 70630.75
2025-11-17,Plata POS Spotify Marginea,-451.82, 70178.93
2025-11-17,Plata POS OMV PETROM Bumbesti-Jiu,-873.25, 69305.68
2025-11-17,Transfer de la Popescu Ion, 4304.07, 73609.75
2025-11-17,Plata POS MEGA IMAGE Valenii de Munte,-657.55, 72952.20
2025-11-17,Plata POS Glovo Campulung,-312.66, 72639.54
2025-11-18,Plata POS Carrefour Moinesti,-653.46, 71986.08
2025-11-18,Plata POS Netflix Tandarei,-110.02, 71876.06
2025-11-19,Plata POS Farmacia Tei Beclean,-535.39, 71340.67
2025-11-19,Plata POS Carturesti Sighisoara,-617.00, 70723.67
2025-11-20,Incasare Salariu Firma SRL, 578.93, 71302.60
2025-11-20,Plata POS OMV PETROM Jilava,-566.15, 70736.45
2025-11-20,Plata POS Bolt Food Darabani,-634.03, 70102.42
2025-11-20,Plata POS Spotify Cugir,-48.00, 70054.42
2025-11-20,Transfer de la Popescu Ion, 651.84, 70706.26
2025-11-22,Plata POS Farmacia Tei Mioveni,-86.97, 70619.29
2025-11-22,Plata POS OMV PETROM Simeria,-208.42, 70410.87
2025-11-22,Plata POS Spotify Vulcan,-843.93, 69566.94
2025-11-22,Plata POS ENEL Marghita,-950.21, 68616.73
2025-11-23,Plata POS ENEL Savinesti,-744.03, 67872.70
2025-11-23,Incasare PFA Factura, 3591.83, 71464.53
2025-11-23,Plata POS Glovo Botosani,-311.82, 71152.71
2025-11-23,Plata POS OMV PETROM Bacau,-970.60, 70182.11
2025-11-23,Plata POS ENEL Savinesti (Poiana Teiului),-517.39, 69664.72
2025-11-23,Plata POS EON GAZ Arbore,-703.21, 68961.51
2025-11-24,Plata POS ENEL Ramnicu Sarat,-831.37, 68130.14
2025-11-24,Plata POS Farmacia Tei Buftea,-694.97, 67435.17
2025-11-25,Plata POS EON GAZ Bolintin-Vale,-144.33, 67290.84
2025-11-26,Plata POS Spotify Sannicolau Mare,-131.83, 67159.01
2025-11-26,Plata POS ENEL Pucioasa,-432.12, 66726.89
2025-11-26,Plata POS Spotify Poienile de sub Munte,-963.51, 65763.38
2025-11-26,Plata POS Bolt Food Alexandria,-139.75, 65623.63
2025-11-26,Plata POS Carrefour Marghita,-70.47, 65553.16
2025-11-26,Plata POS ENEL Alesd,-828.99, 64724.17
2025-11-26,Plata POS Bolt Food Gugesti,-422.58, 64301.59
2025-11-27,Plata POS EON GAZ Tandarei,-917.70, 63383.89
2025-11-27,Plata POS Bolt Food Corund,-552.57, 62831.32
2025-11-27,Restituire Taxe, 3659.70, 66491.02
2025-11-27,Incasare Salariu Firma SRL, 2976.16, 69467.18
2025-11-27,Vanzare OLX, 4910.60, 74377.78
2025-11-28,Plata POS Farmacia Tei Moisei,-924.47, 73453.31
2025-11-29,Plata POS Netflix Nadlac,-298.08, 73155.23
2025-11-29,Plata POS MEGA IMAGE Pitesti,-636.91, 72518.32
2025-11-29,Incasare Salariu Firma SRL, 443.46, 72961.78
2025-11-29,Plata POS OMV PETROM Oltenita,-842.75, 72119.03
2025-11-29,Incasare Salariu Firma SRL, 3440.85, 75559.88
2025-11-29,Plata POS Netflix Otopeni,-189.69, 75370.19
2025-12-01,Plata POS OMV PETROM Avrig,-58.67, 75311.52
2025-12-02,Incasare PFA Factura, 2953.50, 78265.02
2025-12-02,Vanzare OLX, 1678.54, 79943.56
2025-12-03,Incasare Salariu Firma SRL, 2446.17, 82389.73
2025-12-03,Plata POS Glovo Sangeorz-Bai,-247.58, 82142.15
2025-12-04,Plata POS Carrefour Matca,-912.82, 81229.33
2025-12-04,Plata POS OMV PETROM Apahida,-156.53, 81072.80
2025-12-04,Plata POS OMV PETROM Caransebes,-474.99, 80597.81
2025-12-04,Transfer de la Popescu Ion, 4388.06, 84985.87
2025-12-07,Plata POS Farmacia Tei Amara,-760.54, 84225.33
2025-12-08,Plata POS EON GAZ Sannicolau Mare,-734.17, 83491.16
2025-12-08,Plata POS Glovo Motatei,-615.78, 82875.38
2025-12-08,Incasare Salariu Firma SRL, 3532.24, 86407.62
2025-12-08,Plata POS Carrefour Saveni,-575.71, 85831.91
2025-12-08,Plata POS Netflix Marginea,-822.72, 85009.19
2025-12-09,Transfer de la Popescu Ion, 437.45, 85446.64
2025-12-09,Plata POS MEGA IMAGE Deta,-541.76, 84904.88
2025-12-10,Plata POS Netflix Baia,-607.53, 84297.35
2025-12-10,Plata POS Carrefour Balan,-852.03, 83445.32
2025-12-10,Plata POS Netflix Curcani,-537.44, 82907.88
2025-12-11,Incasare PFA Factura, 1963.56, 84871.44
2025-12-11,Plata POS EON GAZ Vicovu de Sus,-499.35, 84372.09
2025-12-11,Plata POS MEGA IMAGE Sfantu Gheorghe,-81.46, 84290.63
2025-12-12,Plata POS ENEL Giarmata,-291.27, 83999.36
2025-12-12,Plata POS ENEL Branesti,-256.12, 83743.24
2025-12-13,Incasare Salariu Firma SRL, 3453.18, 87196.42
2025-12-13,Plata POS Glovo Chitila,-253.27, 86943.15
2025-12-13,Plata POS MEGA IMAGE Mihail Kogalniceanu,-170.94, 86772.21
2025-12-13,Vanzare OLX, 1430.52, 88202.73
2025-12-13,Plata POS Farmacia Tei Constanta,-784.15, 87418.58
2025-12-14,Plata POS OMV PETROM Campulung Moldovenesc,-310.34, 87108.24
2025-12-14,Plata POS Farmacia Tei Iasi,-840.05, 86268.19
2025-12-14,Plata POS Carturesti Giurgiu,-671.28, 85596.91
2025-12-15,Plata POS Spotify Valu lui Traian,-919.26, 84677.65
2025-12-15,Transfer de la Popescu Ion, 3425.13, 88102.78
2025-12-15,Plata POS ENEL Baciu,-546.81, 87555.97
2025-12-15,Plata POS EON GAZ Gherla,-345.55, 87210.42
2025-12-15,Plata POS Glovo Satu Mare,-736.40, 86474.02
2025-12-15,Plata POS MEGA IMAGE Macin,-466.91, 86007.11
2025-12-15,Plata POS Farmacia Tei Salonta,-244.34, 85762.77
2025-12-16,Restituire Taxe, 977.68, 86740.45
2025-12-16,Plata POS Spotify Gheorgheni,-984.75, 85755.70
2025-12-16,Plata POS ENEL Zimnicea,-882.64, 84873.06
2025-12-16,Plata POS Farmacia Tei Ocna Mures,-456.45, 84416.61
2025-12-16,Plata POS Carrefour Dragalina,-290.59, 84126.02
2025-12-17,Restituire Taxe, 3046.23, 87172.25
2025-12-18,Plata POS Bolt Food Sadova,-624.66, 86547.59
2025-12-18,Plata POS MEGA IMAGE Toplita,-584.56, 85963.03
2025-12-18,Plata POS Carturesti Falticeni,-770.68, 85192.35
2025-12-19,Plata POS Bolt Food Turda,-429.18, 84763.17
2025-12-19,Plata POS OMV PETROM Afumati,-355.16, 84408.01
2025-12-20,Plata POS OMV PETROM Motru,-451.19, 83956.82
2025-12-21,Plata POS ENEL Lugoj,-936.74, 83020.08
2025-12-21,Plata POS Glovo Viseu de Sus,-112.52, 82907.56
2025-12-21,Plata POS Bolt Food Rasnov Romacril,-866.20, 82041.36
2025-12-21,Plata POS Netflix Simleu Silvaniei,-333.73, 81707.63
2025-12-21,Plata POS Carrefour Sacele,-100.28, 81607.35
2025-12-22,Plata POS EON GAZ Tandarei,-189.76, 81417.59
2025-12-22,Plata POS Carrefour Fundeni,-524.53, 80893.06
2025-12-22,Plata POS MEGA IMAGE Corabia,-982.23, 79910.83
2025-12-23,Plata POS Glovo Fundulea,-33.12, 79877.71
2025-12-23,Plata POS Netflix Harlau,-378.77, 79498.94
2025-12-24,Plata POS EON GAZ Targu Lapus,-393.06, 79105.88
2025-12-24,Plata POS MEGA IMAGE Tuzla,-921.49, 78184.39
2025-12-24,Plata POS Bolt Food Oituz,-212.29, 77972.10
2025-12-25,Plata POS MEGA IMAGE Odorheiu Secuiesc,-699.76, 77272.34
2025-12-25,Plata POS Netflix Ploiesti,-159.47, 77112.87
2025-12-26,Plata POS Netflix Gaesti,-114.92, 76997.95
2025-12-26,Transfer de la Popescu Ion, 2818.69, 79816.64
2025-12-26,Plata POS MEGA IMAGE Pogoanele,-544.40, 79272.24
2025-12-27,Incasare Salariu Firma SRL, 3911.23, 83183.47
2025-12-27,Plata POS MEGA IMAGE Darabani,-252.44, 82931.03
2025-12-27,Plata POS Glovo Videle,-228.68, 82702.35
2025-12-28,Plata POS Carrefour Urlati,-395.69, 82306.66
2025-12-28,Plata POS MEGA IMAGE Carei,-312.10, 81994.56
2025-12-29,Incasare PFA Factura, 4616.07, 86610.63
2025-12-30,Plata POS Bolt Food Babadag,-357.09, 86253.54
2025-12-30,Plata POS EON GAZ Vladimirescu,-956.40, 85297.14
2025-12-30,Plata POS LIDL Motatei,-262.01, 85035.13
2025-12-30,Vanzare OLX, 2437.46, 87472.59
2025-12-30,Plata POS MEGA IMAGE Moinesti,-199.60, 87272.99
2025-12-30,Plata POS LIDL Tomesti,-113.96, 87159.03
2025-12-30,Plata POS Carrefour Aiud,-355.42, 86803.61
2025-12-30,Plata POS Carrefour Maieru,-647.69, 86155.92
2026-01-01,Plata POS EON GAZ Ramnicu Sarat,-920.40, 85235.52
2026-01-01,Plata POS Netflix Moisei,-802.20, 84433.32
2026-01-01,Transfer de la Popescu Ion, 1372.89, 85806.21
2026-01-02,Plata POS OMV PETROM Bailesti,-121.87, 85684.34
2026-01-02,Plata POS OMV PETROM Fagaras,-857.16, 84827.18
2026-01-02,Incasare PFA Factura, 4078.50, 88905.68
2026-01-03,Plata POS ENEL Zimnicea,-385.84, 88519.84
2026-01-03,Plata POS Bolt Food Huedin,-153.56, 88366.28
2026-01-03,Plata POS Netflix Timisoara,-882.70, 87483.58
2026-01-03,Plata POS Farmacia Tei Gaesti,-78.89, 87404.69
2026-01-04,Plata POS Carturesti Targu Neamt,-485.72, 86918.97
2026-01-04,Plata POS ENEL Slatina,-165.21, 86753.76
2026-01-04,Plata POS Netflix Baciu,-314.25, 86439.51
2026-01-05,Transfer de la Popescu Ion, 2004.46, 88443.97
2026-01-05,Incasare Salariu Firma SRL, 3077.02, 91520.99
2026-01-05,Plata POS Spotify Cumpana,-562.81, 90958.18
2026-01-05,Plata POS MEGA IMAGE Valea Caselor (Dragasani),-780.10, 90178.08
2026-01-06,Plata POS Bolt Food Roseti,-297.48, 89880.60
2026-01-06,Plata POS LIDL Miercurea-Ciuc,-60.29, 89820.31
2026-01-07,Plata POS Bolt Food Miercurea-Ciuc,-894.48, 88925.83
2026-01-07,Plata POS Farmacia Tei Campia Turzii,-374.38, 88551.45
2026-01-07,Plata POS LIDL Magurele,-557.46, 87993.99
2026-01-08,Plata POS MEGA IMAGE Constanta,-491.27, 87502.72
2026-01-08,Plata POS Carturesti Sebis,-643.07, 86859.65
2026-01-08,Plata POS Carrefour Marasesti,-763.08, 86096.57
2026-01-08,Incasare PFA Factura, 2612.29, 88708.86
2026-01-09,Plata POS LIDL Poiana Mare,-423.41, 88285.45
2026-01-09,Plata POS MEGA IMAGE Valea lui Mihai,-788.03, 87497.42
2026-01-09,Plata POS Farmacia Tei Dragasani,-153.35, 87344.07
